Text,Label
Pani Ariyavunaknd thanneya pidichu nikune ..  oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka,Positive
Joju vere level aayi Vanna varav  from thrissur,Positive
Trailer kandappo thannea cinema kannan thonni.katta waiting,Positive
Mamangam mohanlalum marakkar mammookkayum ayirunnenkil.ith chanthuvine ormippikkunnu,unknown_state
Maargham Kali nalla bornd tttto Baaaakkki kollllaaam,Mixed_feelings
Eeshwaaraa trailer pole story koode nice avnee,Positive
Unni mukundan kantannu thonnunnu...   Last time pulli odipoyalllo,unknown_state
ബിഗ് ബ്രദർ കണ്ട് സങ്കടം വന്ന ആരെങ്കിലും ഉണ്ടോ,Negative
എന്താണ് അണ്ണൻ ഉദേശിക്കു ന്നത്  കണ്ടറിയാം,unknown_state
അപ്പോൾ ഈ ഓണം ഇങ്ങു എടുക്കുവാണ് ലാലേട്ടൻ,Positive
ജയചന്ദ്രന്‍ സ്റ്റോക്ക് ഉളളത്‌ തിരിച്ചും മറിച്ചും ഇട്ട് ഒരുമാതിരി ഹാരിസ് ജയരാജിന് പഠിക്കുകയാണെന്ന് തോന്നുന്നു... :),Negative
Akka uyir.. Ikka ma... alle venda.. Maarakam..,unknown_state
Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra,Positive
Katta waiting shain Fhad ikka soubin ikka Basi machan powlikkum,Positive
"Song end ൽ ഉണ്ണിമുകുന്ദൻ മുങ്ങിയതു കണ്ടപ്പോൾ തലേക്കെട്ട്കാരന് മനസ്സിലായി മുക്കുത്തി എവിടെ ഉണ്ടെന്ന്.അത് കണ്ട്പിടിക്കാൻ പുള്ളീം പോയി,ഈ പാട്ടൊന്ന് നിർത്തിക്കണോല്ലോ.....",unknown_state
കാശ് ഇല്ലാത്തവൻ പ്രൊഡ്യൂസർ എന്ന സ്വയം പേര് നൽകി വെറുതെ പടം ചെയ്യാൻ ഇറങ്ങി ഒരു പാവം മനുഷ്യന്തേ 18 വർഷത്തെ സ്വപ്നം തട്ടിയെടുത്തു। അവൻ ഒന്നും ഒരു കാലത്തും ഗുണം പിടിക്കില്ല । ഇ പടം ഞാൻ തിയേറ്റർ പോയി കാണില്ല । ഡൌൺലോഡ് ചെയ്തെ കാണു  ഫ്രം ടോറന്റ്।,Negative
ഇങ്ങള്  ആളെ പറ്റിക്കാണോ.... ഇതെന്നേലും റിലീസ് ആകുമോ,Negative
Listen #EndhanKangalai from  #KannaiKalaimane sung by Sooraj    Santhosh,not-malayalam
Ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu,Mixed_feelings
"എന്തോന്ന് വാസു അണ്ണാ ഇത്.. പെട്ടിയും എടുത്ത് വല്ലോ ആന്ധ്രയില്ലോ തമിഴ്നാട്ടില്ലോ പോ., വെറുതേ ഇക്കയെ നാറ്റിക്കാൻ",Negative
Padam parama Koothara,Negative
ഈ പാട്ടിനും സീൻസിനും ഒരു കുഴപ്പവുമില്ല തോന്നിയത് എനിക്ക് മാത്രാണോ,Positive
ഇസത് അല്ല ലാലേട്ടാ  Izzath... അത് അറബി വേർഡ് ആണ്.. അത് പറയാനും കൊറച്ചു izzath venm,Negative
Ethonnum mohanlalnu cherilla,Negative
പാട്ടിനോടുള്ള ഇഷ്ടം കൊണ്ടല്ല കമൻറ് വായിക്കാൻ വരുന്നവരുടെ തിരക്ക് മൂലമാണ് ഈ സോങ്ങ് ഒരു മില്യൺ കടന്നത് എന്ന് സംഘാടക സമിതിയെ അറിയിച്ചുകൊള്ളുന്നു,unknown_state
1:03 ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പറ സാറേ,unknown_state
Super Cinema... Really a thriller movie... Kanditt sahikyilla... Sangalpikyaan koodi Vayya anganoru avastha .... Kidilan movie,Positive
Ee onam ini arum nokkandaa ettan parayan paranju,Positive
Mammuka polikum mammukaye ishttamullavar like adii,unknown_state
Lalettan anum ennum uyri pleas like,Positive
ഈ കഥ ഞാൻ പറഞ്ഞു തരട്ടെ,unknown_state
"Janapriyanayakan again coming with variety role, Katta waiting",Positive
Thaliyvaaaa      Ikkaaa vara level pwolichu,Positive
ഏറ്റവും സങ്കടം തോന്നിയത് സൗബിന്റെ ഹൃദയം പൊട്ടിയുള്ള കരച്ചിലിലും തിയേറ്ററിൽ  കേട്ട ആർത്തലച്ചുള്ള ചിരി ഒച്ചകൾ കേട്ടപ്പോഴാണ്. മറ്റു സിനിമകളിൽ സൗബിൻ ചെയ്ത കഥാപാത്രങ്ങളുടെ ഓർമ്മകളുമായി ഈ സിനിമ കാണരുത്.,Negative
Mammukka ishttam.. Ith oru kola kolli item aayrkkum theercha,Positive
Eee trailer kanditt dislike adichavan mareyokke sammathikkanam..,Negative
Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... Twist.......,Positive
Dislike adichavanmar enth kandittanavo......ee trailer thanne aano aavo kandath....,Negative
Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole..thaadi vecha pinne..payyan pwoli alle....luv u. .Lalettaa...,Positive
Once upon a time THERE WAS A കള്ളൻ And പോലീസ്   ഹാഹ.... അന്തസ്,unknown_state
Orotta scene ullelum Tovino pwolich traileril.1000 likes nmmde muthinu,Positive
Unni ettan fans hit like,not-malayalam
Rafeeq ahamed.. പ്രായമായൽ പഴയപോലെ ഒരു ഇതില്ല അലിയോ ഇക്ക,Negative
Ente ponne oru rekshem illa  kidukkachiiiiiiiiii...  Lalettan Hvy....,Positive
Kola kolli item.. Madhura Raja MEGASTAR MAMMOOTTY KING OF KINGS,Positive
Oru narasimham usthad okke orumich kanda oru sughm kittyy... kuliroodu kuliru... laaleettaa... raju... no rekshaa... iniyum kaanan thonnunnavr like,Positive
"*മൂക്കൂത്തി ഞാൻ കമ്മലാക്കി ചെവിയിലിട്ടു* ഒന്നു പോയേ പെണ്ണും പിള്ളേ , മൂക്കൂത്തി കാണാത്തതിനാണോ ഇത്രേം പെണ്ണുങ്ങളേവച്ച് തിരുവാതിര കളിപ്പിച്ചത്",Negative
aaroke madhuraraja teaser kandit ividek vannu..... like here,unknown_state
"കുമ്പളങ്ങി കാഴ്ചകൾ അതിഗംഭീരം...മലയാള സിനിമയ്ക്ക് മാത്രം ചെയ്യാൻ കഴിയുന്ന, വല്ലാത്തൊരു ഫീൽ നൽകുന്ന പടം...എല്ലാവരും കഥാപാത്രങ്ങളായി ജീവിക്കുകയായിരുന്നു...ഫഹദ് ഞെട്ടിച്ചു...സൗബിന്റെ മികച്ച പെർഫോമൻസിലൊന്ന്...ഷെയിൻ വലിയൊരു ഭാവിയുള്ള നടനാണെന്ന് നിസ്സംശയം പറയാം...ഇവരൊക്കെ പൊളിച്ചുവെങ്കിലും തിയേറ്ററിൽ ഏറ്റവും കൂടുതൽ ഓളമുണ്ടാക്കിയത് ഭാസിയാണ്...ബേബി മോളും തകർത്തു...A must watch movie...my rating 4.5/5 #2019 ലെ ആദ്യ blockbuster-നുള്ള എല്ലാ ചാൻസും ഉണ്ട്...(running with housefull shows...)",Positive
Aarade kayyil ninnum cash vangiyado ahalia hospital groupine patty anavashyam paranjath Ahalians da,Negative
Lusifar and madura Raja 100Codi clubil kayaranam apo indiyil atvum valiya indastrey Malayalam film indastrey avum,Positive
സൂപ്പർ ് ശങ്കർ മഹാദേവന്റെ ഫാസ്റ്റ് സോങ്  ഒരു രക്ഷേം ഇല്ല,Positive
മമ്മൂക്കയുടെ മാസ്സ് എൻട്രി 200 കോടി ചിത്രം എല്ലാ ബോക്സ് ഓഫീസ് കളക്ഷൻ വെട്ടിക്കാൻ മമ്മൂക്ക വീണ്ടും വരുന്നു             lam      ktta  wting,Positive
4 million views  lalettan  power,not-malayalam
ഫഹദ് ഇക്ക വില്ലൻ ആണെന്നു പറഞ്ഞിട്ടു കട്ട പോസിറ്റീവ് ആണെല്ലോ...കിടിലൻ..കണ്ടറിയാം,Positive
ഇതിന്റെ background music kittan valla vazhiyum undo. Kidilan,Positive
Laletaaaaa  Thanks raju etta for this,not-malayalam
Padam flop aavm Enna Kaaryathil oru doubtum illa....,Negative
Pinneyum pinneyum kaaaanunnavar like adi... Lalatten ishtam,Positive
Little Super Hero Achuthan link down below അച്യുതൻ ചന്ദുണ്ണി  തറവാട് ചാദ്രോത് അടിയിൽ ലിങ്ക് കൊടുത്തിട്ടുണ്ട്,unknown_state
Trending 1  #mamangam #mammookka,Positive
Ithu oru tamil/Telugu style padamaayi poyaallo dialogue and bgm oru gummillaa,Negative
enthe ponno enna lookkada mmmde eattan,Positive
Eatho Kure eannangal dislike... Anganeyum Kure eannangal,Negative
Trailer kandavar thanne veendum kure kande treding il nilanirthan sremikunnu..ennal views keyarunnum ella..etheppo madhuraraja kke kittiya views polum ella,unknown_state
ഞാൻ ഒരു ലാലേട്ടൻ ഫാൻ ആണ് പക്ഷെ ഇന്നലെ വന്ന ഇക്കാന്റെ ട്രൈലറിൻറെ അത്ര വന്നില്ല,Mixed_feelings
ഇവനൊന്നും ഇങ്ങനെയുള്ള പഠത്തിന് പറ്റൂല ഓഞ്ഞ ഒരു സംഭാഷണം,Negative
ചരിത്ര സിനിമയാണ് എങ്കിലും ഒരു item സോങ് മസ്റ്റ് ആണ് ippol...,Mixed_feelings
Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!,Positive
Padam pottum ennu urapulavarku evide like adikam,unknown_state
Thalaivar super star rajini punch ,not-malayalam
AAA maha avathaaram piravi yedukkan poagunnu   Ini  uyertheyunelppinte.   dhinangalanu,Positive
Promo viedeo engana kanua arelum paaratu pls,unknown_state
"Aashwasam,thamil rokersil kaathirikan pattiya nalla kidukachi",unknown_state
Yesudas annum innum ennumn vere level anu ,Positive
Trailer വരുന്നതിനു മുമ്പേ ചെമ്പു സജിന്റെ ഫാൻസ്‌ എന്തിനാ dislike അടിക്കുന്നെ,Negative
"ശരിയാ മൂക്കുത്തികാണുന്നില്ല, മൂക് ഒഴിച് ബാക്കി എല്ലാം കാണിച്ചാൽ അമ്മച്ചിടെ മൂക്കുത്തി എങ്ങനെയാ കാണുവാ.. പൊട്ട പാട്ട്",Negative
eth 14k alavalathikal aanu dislike adichath,Negative
Oru puthan panam model Padam anoo??,unknown_state
Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?,unknown_state
Vidaatha pidichuveykunna oru shakthi undu ee varikalil ennu thonunnavar mathram like...,unknown_state
ഉയിരിൽ തൊടും തളിർ വിരലാവണേ നീ അരികേ നടക്കണേ അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരു നിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു പറയുമോ  ഉയിരിൽ തൊടും കുളിർ വിരലായിടാം ഞാൻ അരികേ നടന്നിടാം അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരു നിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു പറയുമോ  വഴിയോരങ്ങൾ തോറും തണലായീ പടർച്ചില്ല നീ കുടയായ് നിവർന്നു നീ നോവാറാതെ തോരാതെ പെയ്കെ  തുഴയോളങ്ങൾ പോൽ നിൻ കടവത്തൊന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ കാറേ ഇലയിതിൽ പെയ്യണേ  മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ  ഉയിരിൽ തലോടിടും ഉയിരായിടും നാം നാമൊരുനാൾ കിനാക്കടലിൽ ചെന്നണയുമിരു നിലാനദിയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു തുടരുമോ,unknown_state
Onnum parayilla.. adipoli making.. enne angu vannathe adict akki kalanju.. putiye headset vangitt ee pattu maatre kettitollu.. vere level..,Positive
"ഈ ചിരി ഒന്നൊന്നര കൊലച്ചിരിയാണ്...... ഷൈലോക്ക്, മമ്മുക്കയുടെ പുതിയ അവതാരം",Positive
Ee Saturday Padam  Kodi.  10 days = 100 crore,unknown_state
Oru mookuthy kitiyitund ...avasanam mitkuthy kallanenn vilkarudh.   ,unknown_state
Joju .chemban . Nyla.wooowww kiduvey .joshi sir marana mas kidukki,Positive
"ചിൽ സാറ ചിൽ, ചേച്ചി പോലീസ് പൊളി",unknown_state
Dislike adich aliyanmar pani thudangeettund.. ejjathi teams,Negative
Dhanush bro kaga oru like ya na link Avaga share panna ga,not-malayalam
നല്ല നല്ല എഡിറ്റിംഗ് ഫോട്ടോസിന് എന്റെ ചാനൽ സബ്സ്ക്രൈബ് ചെയുക,unknown_state
Arkelam pulimurugan trailer touch polee thoniii?thoniyavr like adiku,unknown_state
Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi,Positive
Malayalathil ingne onnu kandit ethra naalayi,Positive
Suraj chettanea konde valiya shaliyam ayaloo.. eni njan ee padavum theatreil poyi kanandey....... suraj chettan uyirrr..,Positive
Sheante ponnooo.. koreee ayit kathirikkuvaaa.. release cheyyooooooo..,Positive
"വെപ്പുതാടി അച്ഛൻ , ഇത് 2019 ആയി.. പിന്നെ Pogo tv Comedies..   മാർഗം കളി സൂപ്പർ",Mixed_feelings
പടച്ചോനെ ഏതാ ഈ കൂറ പടം ?,Negative
Ithu pradheekshikuna ....pole avilla ...padam avarage ...,Mixed_feelings
Mammunniyepole oliporallithu Eathu yudham vannalum munpilundavum laettan ....dialogue delivery pirannu...ee parayunna neeyokke pedukkum padam irangiyal,Negative
Mammukkaye kaanumennu karuthi video kandavar ivade like adikku,unknown_state
Wow Goosebumps laletan fan aaya enik varee kitti,Positive
ഇന്ത്യന്‍ സിനിമയ്ക്ക് മലയാളം നല്‍കിയ ഇതിഹാസ താരകം ലാലേട്ടന്‍....ഇട്ടിമാണിക്കായി വെയിറ്റ് ചെയ്യുന്ന ലാലേട്ടന്‍ ഫാന്‍സ്‌ ലൈക്കടിച്ചു പൊളിച്ചേ,unknown_state
WAITING FOR RAJU ETTAN AND LALETTAN CONBO,not-malayalam
ഇജ്ജാതി ലുക്ക്‌...  സൗണ്ട് മോഡുലേഷൻ  ഇക്ക ഫുൾ ഫോം,Positive
Pattuvanenkil aa bgm koodi release cheyyanam,unknown_state
Lokathilie ettavum mikacha nadan,Positive
T H E  C O M P L E T E  A C T O R,not-malayalam
Ee song kurach koode undayirunenkil enn aagraham ullavar Onnu like adiche,unknown_state
ഊള പാട്ട് ! Iniya super,Mixed_feelings
"പാട്ട് ശ്രദ്ധിക്കുമ്പോ സീനും,സീൻ ശ്രദ്ധിക്കുമ്പോ പാട്ടും ശ്രദ്ധിക്കാൻ പറ്റാത്തത് എനിക്ക് മാത്രം ആണോ",unknown_state
1:20 നമ്മുടെ ജിംസണെ ശ്രദ്ദിച്ചവരുണ്ടോ? ഗീതു  നിവിൻ  അനുരാഗ്,unknown_state
സന്തോഷ് ബ്രിമി പോയി കിഴക്ക് നല്ല ഓർമയുണ്ടാക്കും,unknown_state
Trailer kandappol oru kaaryam urappichu... Kaaanaada....,Positive
ഒരേ ഒരു മാസ്സ് ഡയറക്ടർ അന്നും ഇന്നും എന്നും #ജോഷി,Positive
Oru vallaththa feel aan ee song.. NYC..,Positive
Ente laletta powli. Romanjam...... Umma..... Love you laletta. Raju etta ningalu powliyanu,Positive
Wowwwwww enta mammokkkaaaa romanjam ennu paranjau kettu ullu ippol anabavichuuu,Positive
എത്ര വട്ടം കണ്ടു. Big brother ന്റെ ടീസർ കണ്ട് ക്ഷീണം മാറ്റാൻ വീണ്ടും.,Positive
Once king is always king mammookka,not-malayalam
ഇത് കണ്ടിട്ട് പുത്തൻപണം ഓർമ്മ വന്നത് എനിക്ക് മാത്രമാണോ??? ,unknown_state
ഒരു കളർ ഫുൾ ഫാമിലി entertainer മണക്കുന്നു,Positive
0.39 thalaivar rajnikanth dialogue in pettamamooka,not-malayalam
1.2k dislike feeling pucham to u Kashtam.....,Negative
Lalettan polippichengil.  Adik oru big like,Positive
Nivin ahayan fans like nila piant adichit po,unknown_state
Ee teaser DON MAX aan cut ചെയ്തത് .. ഇനി വരാൻ ഇരിക്കുന്നത് LINTO KURIAN ആണ്.,unknown_state
Kandillangil oru oombe vechu koduke,Negative
Padam Hit aakum ennu urapullavar Adi,unknown_state
Waiting for Malayalam movie  For Tamil paiyan,not-malayalam
ഷൈനും ഭാസീം... ഇഷ്ടം...  സൗബിൻ ഇക്ക പൊളിച്ചു...,Positive
ഇക്കയുടെ ചാവേറുകൾക്ക്‌  like അടിക്കാനുള്ള സ്ഥലം,unknown_state
Romagam mammooka nigale ennum young anna..,Positive
All the best mammukka... Ningal pwolik..,unknown_state
Ente ethra kali kandittullatha nee odukathe ee kalikoodi kannu romanchification  ooo odiyan odi odi odiyan,unknown_state
സിനിമ കളക്ഷൻ  400 കോടി : കമന്റ്‌  700 കോടി : ലൈക്,unknown_state
aarengilum ee kochinte mukkuthi kandupidichondu vaade,unknown_state
Mamangam trailer varaathath kond ivide vannavar onn like cheythe,unknown_state
ആ അവസാനം പറഞ്ഞത് നമ്മക്കിട്ടൊള്ള ഒരു കൊട്ടാണല്ലോ മച്ചമ്പി,unknown_state
Adipwoli Suraj chettan soubin ikka  veendum nammal malayalikalkku  variety cinemakal tharunnathinayivariety cinemagal ishdapedunnavar  adikada like,Positive
ദിലീപേട്ടൻ ഫാൻസിന്റെ വക ഒരായിരം വിജയാശംസകൾ നേരുന്നു. മാമാങ്കം കട്ട Waiting,Positive
Thuvanathumbikalile jayakrishnane orma vannavar like adi,unknown_state
Tamil nadu la irunthu yaarlaam mohan lal kaaga matum paaka vanthinga oru like potu ponga,not-malayalam
Shokam song ayi poyi nala vishamam unde,Negative
നായിക നല്ല ക്യൂട്ട് ആണ്...രണ്ടുപേരും മാച്ച്  തോന്നുംഒരു നല്ല വിജയം ആശംസിക്കുന്നു .,Positive
ഇന്ന് പോയി 250 രുപക് reacharge ചെയ്ദ എത്ര പേരുണ്ട്,unknown_state
Lucifer polichadakki kazhinchu enne thonunnavar like adikk makkale..,unknown_state
IM vijayan chettane kandavar ethra per,unknown_state
"തനിക് ഡാൻസ് വഴങ്ങില്ല എന്നറിയാമായിരുന്നിട്ടും ,മറ്റുള്ളവർ ട്രോളും എന്ന് കണ്ടുകൊണ്ടും ഈ പ്രായത്തിൽ ഇങ്ങനെ ഒരു സ്ത്രൈണ വേഷം ചെയ്യാൻ കാണിച്ച ഇക്കയുടെ അർപ്പണമനോഭാവത്തിന് ബിഗ് സല്യൂട്ട്",Positive
എല്ലാവരും  കുമ്പളങ്ങിയിൽ   സൂപ്പർ സിനിമ ...ഫ്രാങ്കി .ബോണി .ബോബി .സജി നല്ല ആക്ടിങ്,Positive
Padam kandittaa trialer kaanunnea..ente fahadikkaa..ingaleam kond aavoolleaoriginal phsyco..,Positive
ചരിത്ര കഥാപാത്രങ്ങളുടെ കൂട്ടുകാരൻ  മമ്മൂക്ക  മാമാങ്കം വീഡിയോ സോങ്ങിന് കാത്തിരിക്കുന്നു,Positive
Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa,Negative
Onnum than e parayanilla bgm kalakki,Positive
avasaanam ODIYANDE oru  honest review kandu. Cheytha chettanmaarkku naani :),unknown_state
Nalle Bengali sidill ninee valichaa tiranuluu ninda Japan ,unknown_state
"സഹോദരങ്ങളെ ഞാൻ ഒരു പുതിയ channel തുടങ്ങി,അപ്പോൾ നിങ്ങൾ എന്റെ കൂടെ ഉണ്ടല്ലോ?",unknown_state
Super film adipoli next joshy director enu paryam,Positive
Etho varmukilin song um aayi oru saamyam,Mixed_feelings
Ethilum lalettante  Aaa karankunna javittu vendavar evade like,unknown_state
Guest role anenkillum mammooka poliyannu,Positive
Raja pulimurukanumayi Similarity und jagapathy babu dubbing  Bgm  fight location  Siddique police,Mixed_feelings
ട്രയ്ലർ. ഒന്നു കൂടി നന്നാകാമായിരുന്നു.....ലുസിഫെറിന്റെ ആ ഒരു ഇതു കിട്ടിയില്ല.....ഷൈലോക് കലക്കി എന്നു പറയാതിരിക്കാൻ വയ്യ........ഇനി theaturil ആര് കലക്കും എന്നു അറിഞ്ഞാൽ മതി....ഇകയുടെ ആദ്യ നൂറു കോടി പദത്തിന് വേണ്ടി കട്ട weight,Mixed_feelings
ലലേട്ടാഇമ്മാതിരി ഭാഷ പറഞ്ഞാൾ പടത്തിന്റെ കാര്യം കുഞ്ഞാലിയാകും,Negative
Jayasuryakum mass movie chakochan ennavo inji,Positive
"ദിലീപ് തനിക്ക് നഷ്ടപെട്ട ഒന്നിന് പിറകെയാണ്, ജനപ്രിയനടനുള്ള അവാർഡിന് പിറകെ",unknown_state
പടത്തിലെ ഹീറോ ഉണ്ണി മുകുന്ദൻ ആണോ പഴശ്ശി രാജ യിലെ ശരത് കുമാർ നെ പോലെ,unknown_state
ശ്രേയയുടെ മധുര ശബ്ദം കൊണ്ട് ജീവൻ വച്ച മറ്റൊരു മനോഹര ഗാനം. വരികൾ കൊണ്ട് മാത്രം ഒരു പാട്ടിനെ judge ചെയ്യരുത്..,Positive
Oh God this girl making me crazy .. ദിലീപേട്ടൻ മാസ്റ്റർ പീസ് ഡയലോഗ് ...,Positive
ഇത് സാമ്പത്തികമായി വിജയിക്കില്ലആൾക്കാർക്ക് അവാർഡ് പടം കാണാൻ ഒട്ടും താൽപര്യം ഇല്ല  അവാർഡ് കിട്ടും,Mixed_feelings
"സംവിധായകൻ ജോഷിയുടെ പൊറിജു മറിയത്തിൽ തനിക്കൊപ്പം അഭിനയിക്കില്ലന് പറഞ്ഞ മഞ്ജുവിനോട്, അടുത്ത പടത്തിൽ നിന്നോടോപ്പം അഭിനയിക്കില്ലെന്ന് തിരിച്ചു പറഞ്ഞ Joju George ഉപേക്ഷിച്ച പടം. അവസാനം സംവിധായകൻ റോഷൻ തന്നെ ആ വേഷം ചേയ്യേണ്ടി വന്ന ചിത്രം",unknown_state
പാവം കുട്ടി കണ്ണ് കാണാതായാൽ എന്താ ചെയ്യാ,unknown_state
film putumayulla theme anu. climax adupich kurach clishe aanenkilum padam kollam.,Mixed_feelings
100k like അടിക്കും എന്ന് ഉറപ്പുള്ളവർ ഉണ്ടോ,unknown_state
ടീ പെണ്ണേ നിന്റെ ചാട്ടം എങ്ങോട്ട് ആണെന്ന് നിക് മനസിലാകുന്നുണ്ട് ....,unknown_state
"എന്ത് ഊള എഡിറ്റിംഗ് ആടോ ഇത് ഒരുമാതിരി vivo videoorderil ചെയ്തപോലെ,,",Negative
Ningal vichaarichaal ente channelinu 1k subs aakaan saadhikkum please sub my channel....,unknown_state
2.05 - 2.50 വേറെ ലെവൽ,Positive
Kanditt Amala Paul Aadai tamil mattoru version aanu ennu thonnunu,unknown_state
Ettimani kanunna arkkengilum pachakam ishtanegil onnu ente channel kanumo,unknown_state
Ramya Nambeesan fans Like here 1:55,not-malayalam
ഇത്തിരി കൂടെ പ്രതീക്ഷിച്ചു anyway nys one,Mixed_feelings
Etta...... Sherikm superntha parayuka...  Oru rekshem illa.. Adipoli... Katta wyting,Positive
Sayico aya villian avale pranayicha villlain..,unknown_state
Orumathiri english padangalude trailer pole ayi.padam motham kanichallo,unknown_state
Pwolichu    ...  lalettaaa,Positive
Jobi jorge padam ano. Potti mone,Negative
ഒരു തൃശൂർ ഭാഷ പ്രതീക്ഷിച്ചു... എന്നാലും സാരമില്ല കിടിലൻ ഐറ്റം,Positive
Suraj  ettan fans hit like,not-malayalam
Mass movie. Madurai rajja odikko,Positive
Ingalu itra nal aayitt inganatha padamgal irakkanjath enthan bhaii...,Positive
I'm a Kannadiga!  I love Malayalam movies   Love from Karunadu!,not-malayalam
Enthuaadeee uploaded cheyunnathinu mump 6k dislike  ivanmarkku okke entha presnam,Negative
ഇതിന്റെ ടീസർ കണ്ടപ്പോൾ ശരിക്കും ബോർ ആയിരുന്നു ഇപ്പൊ കുശാലായി സൂപ്പർ ട്രൈലെർ,Positive
Ente ponno  kidukki   Rajueattan  fans nte vaka ellaa vidha aaashamsakalum nerunnu.,Positive
"നാച്ചുറൽ ആക്റ്റിംഗിൽ ഫഹദിന്റെ ഒപ്പം ഷെയിൻ നിഗം,,",Positive
ഈ ലാലേട്ടനെ ആണ് ഇപ്പോ മലയാളികൾക്ക് ആവശ്യം.,Positive
ഇത് ഒക്കെ വല്ല നഴ്സറി പിള്ളേർക്കും കാണിച്ചു കൊട് എജ്ജാതി വളിപ്പ്,Negative
Allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum,Mixed_feelings
കമെന്റ് ബോക്സിൽ  മുഴുവൻ വിദ്യാജി ഫാൻസ്‌ ആണല്ലോ,unknown_state
Usa yes    India Nokatta waiting movie 2k19,unknown_state
Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer,Negative
you tube hang ayo views kanikkunnillallo,unknown_state
Malappurathum kozhikkodumula jhangal eebashakett chirich mann kappi.. marakkarenna deerayodhavinte shabdam inganeyalla. Vendath.... ith mimikrikkar stegil avatharippikunna comedy paripadipoleyanallo.. ha...,Negative
Chennai rohini theataril aareke undagum  fast day,unknown_state
Mariyam poraaaa....manjuvinte rolanu ethu  ....manju fans adichoooo like evide...,Negative
Ethippo Mammukka parajapole Unnimukunthan ano Hero,unknown_state
Last atte aa adi polichu ...,Positive
അഭിനയിക്കാൻ അറിയുന്ന ഒരുത്തി പോലുല്ലല്ലോ ഈ സിനിമയിൽ ,Negative
ഇപ്പോൾ നല്ല നടന്മാരുണ്ടു്: അതവിടെ നില്ക്കട്ടെ. സിനിമ കൊണ്ടു് കേരളത്തിൽ ഉണ്ടായ പുരോഗതിയെന്ത്.? ലോകഠ പട്ടിണിയിലേക്ക് നീങ്ങുകയാണ്.കൃഷിയെ പ്രോത്സാഹിപ്പിക്കും വിധം എന്തെങ്കിലും പ്രമേയമുള്ള സിനിമയുണ്ടോ? ഇല്ല. ഇന്ന് ഗൾഫിലുള്ള വരുമാനം കൊണ്ട് കേരളം മുന്നോട്ട് പോകുന്നു. അത് അധികനാളില്ല: എന്നിട്ടും ക്രിക്കറ്റും സിനിമയുടെയും പുറകിൽ.കേരളം ഇപ്പോഴാണ് ഭ്രാന്താലയം.,Negative
തട്ടത്തിൻ മറയത്ത് to മൂത്തൊൻ ഉഫ്ഫ് what a change,Positive
2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 Lucifer any guess???,unknown_state
മലയാളത്തിലെ ഏറ്റവും മികച്ച ത്രില്ലർ അപ്പോൾ അണിയറയിൽ ഒരുങ്ങി കഴിഞ്ഞു fdfs,Positive
De eee padam lalettan fans hit aakkum ithu poliya,Positive
അനിയത്തി പ്രാവിന്  ശേക്ഷം ഒരു സിനിമയും ചെയല്ലെ എന്ന്  പറഞ്ഞ ആള് ആണ് ഇപ്പോ എത്ര പടം  ചെയ്തു,unknown_state
Fahadikkante katta fans like adikko,unknown_state
28 lucifer release ente bday pwoli,Positive
പൂക്കളം effect മാറി ഇപ്പോൾ ത്രികോണം effect ആണ് ട്രെന്റ്,unknown_state
Manmagathil Mammootty’s character name ariyano makkale ???  It’s kunjali Marakar.,unknown_state
ചുമ്മാതല്ല Anurag Kashyap മച്ചാൻ കാശ് ഇറക്കിയത്. ഇത് മലയാളത്തിലെ Gangs of Wasseypur ആകും.. Sure..,Positive
Bro support koduthilenkilum dislike adikkathirunoode .,Negative
