Label,Text
not-malayalam,Iam tamil but i love malayalam
Positive,Suraj vere level  soubin  ithu thakarkkum
not-malayalam,From Tamil Nadu... Trailer looks promising kandippa pakanum
Positive,Suraj ettan fans fans like ivide
Positive,Enntta surajetta Super oru rakshaum ella
Positive,Trailer aaya engane venamEthrem kandapole film kandolan vayya
Positive,VERE            LEval
Positive,D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.
Positive,ee video onnu kandu support chaiuka
Positive,Adipwoli Suraj chettan soubin ikka  veendum nammal malayalikalkku  variety cinemakal tharunnathinayivariety cinemagal ishdapedunnavar  adikada like
Positive,0:27 trailer ലെ mass dialog
Positive,Last dialogue kalakkki makkale  Surajeetan poliyalleeeee
Positive,ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!
Positive,Suraj ettan powli..koode soubin ekka...pine paryano ....katta Waiting anee
Mixed_feelings,Surajinu ee vesham okkea kodukaathe..athraku prayam onnumilla ee manusysnu..
Mixed_feelings,E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum
unknown_state,0.50 athu nammude Marimayam Unni alle?
Positive,Ee padam vijayikummennu orruppullavar adi oru like
unknown_state,America atom bomb itittu thirnilaaa pinaa allee bengalikal!!!!!
Positive,Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...
Positive,Ithu polikkum surajin kodukk oru like.
unknown_state,Kuttan pillayude sivarathri ormavannar LIKE Adi
Positive,oru rakshayum illa surajettande abhinayam surajettande abhinayam ishtapettavar thazhe like adikvo?
not-malayalam,SOUBIN FANS LIKE HERE  SOORAJ FANS COMMENT HERE
Positive,Soubin ikka suraj ettan lead  roll ith oru sambavam aakum katta witing kidukachi filkm
Positive,Trailer kandpo thnne film poi kaanan thonnindu
not-malayalam,Big big big hope on soubin...
unknown_state,Agane nallu peru koodi valichu mannu ettalonnum japan theerulla
unknown_state,VERSION 2.0 ALLAYIRUNO???IPPO ANGANE 5.25 AYIII.??
not-malayalam,Thirunathe vullym ninda jappan sema payangarama yosikiringa
Positive,Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo
not-malayalam,Lalettan fans and prithviraj fans hit like
Positive,Prithviraj. Nighal oru marana mass sambavam
Mixed_feelings,Bro ... ithaaan mass ... Raaja 
Positive,Kazhinha 8 kollam mai ee peru kelkunnu.. but 5 kollamai kathirippum....athu vere levelil
unknown_state,Ee padam kandu goosebumbs vannavar ethra per --Like
not-malayalam,Laletaaaaa  Thanks raju etta for this
Positive,Ethra thavana kandennu enk polum ariyilllaaaa
Positive,Ithupoloru kidukachi trailer njan vere kandittilla
Negative,dislike adicha premukhan markku nanni . asooya
unknown_state,Kgf kaanada
not-malayalam,All d best from d BOSS darshan fans from karnataka
Positive,Neerali
not-malayalam,Also hats off Depak Dev bgm
Positive,Super trailer cinema kandale  bakkie parayan kaziykka llu
unknown_state,Villain Tovino & vivek oberoi ...( just a guess )
not-malayalam,Oops it's 3.21 but you don't feel like it lengthy awesome
Negative,Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla  iniyatra unlike adichalum avarkariyam Padam records bedikumennu
Negative,Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa
unknown_state,YouTube struck ayoooo Views 172 k Like 162k Unlike 15k Laletaaaa
Positive,Enta ponoooo  enna lookaaaaa
Positive,Super trailor katta ikka fanaya എനിക്ക് വരെ romanjification
Positive,Rajuettan oru rekshayumillatto...... Direction pakka...& Lalettan as usual marana mass performance
Positive,Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting
Negative,16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane
Negative,Dislike adicha makkale okke onn kaanendi varum
not-malayalam,Shame on those 16 k dislikes .....
Positive,Njan kandukondee irikunnu... vendum vendum.. vere aarenkilm undo ennae pole....
not-malayalam,Lusifer 1 hours 172 k views Madhura raja 4 hours 341 k views
Mixed_feelings,Fuckin hell !! Kalakki mone !
unknown_state,AVASAANAM RAAJUVETTANUM VALLA VILLANO MATTO AAYI VARUMO ENDHO#######
unknown_state,Trailer kanda trolanmarukku ettinte pani kodutha etttan te mass entry kku kodukanam oru like
Positive,Rajuetan direction kidilanavumenn ee trailer kandal urappikkam.. oru rakshayumilla
Positive,Kgf bahubali 2.0.... nammukum oru adar item undennu para...
Mixed_feelings,Enn a polle ethraper  prarthikunnu ettante jodi  manju avalle enn
Mixed_feelings,Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..
Positive,Katta waiting  for Stephen echayan .      Odiyan mathiri akathe erunal mathiyayirunu
Positive,Lucifer ....
unknown_state,1.35 il rajuvettane etraper shradhichu.. back sidil
Negative,Dislike adichal Ella Shemalesnoodum 9noodum . 28nu theatre IL baaa pooram Kanam
Positive,Ithann njangal kaathirunna vintage ettan  love you etta
unknown_state,ithenthaanu like dislike koodi 173k.. views ippolm 172k..youtube adichu poyoo
unknown_state,Let's vote   LUCIFER - like  MADHURA RAJA - Comment
Positive,Itchy poloru trailer ithuvare kandittillaa ini kanumonnu ariyillaa kinnnaammkaachiii polichuuuu
Positive,Padam 1 st day kaanum athu urappu.
unknown_state,6000 suscribe ulladhil itt 22k suscribe414kview 91k like aaaakiyya ikka mass
Positive,Stephen nedumbally oru cult aakum makkale
Positive,Murali gopiyude dialogue vere level aanu
unknown_state,1:35 Prithviraj?!!! (Guy in the dark)
Positive,Keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood
Positive,entee moone goosebumbs overload raju ettan direction polikum
unknown_state,raja v/s lusifer -ഇക്ക  v/s ഏട്ടൻ ith pwolikkum
Positive,ORU CINEMA KAYINNE ERAGEYTHE POLE!!!!! MASS !!!! KATTA WATING!!!!
Positive,Trailer kandu lalettaa Cinema super hit avum all the best to you lalettaa
unknown_state,Onnill kooduthall thavana kandavar like adi..
unknown_state,Ippo madhuraraja teaser kanunne illalo youtubil
unknown_state,172 k views youtube adichu poyo ??
Positive,Oru rakshayum ila mass kola massss #Ettan
Positive,vndum vndum kanan njanum und ettan
unknown_state,Raja 2 teaserinu  shesham kaanunnnavar like
Mixed_feelings,God marichu ene paranjit ole part karinje oru k.g.f feel thonni
unknown_state,Like nokaan varunnadh njan mathramaano..
Positive,Romam oke eneetu ninnu salute chyum
Positive,Oru rakshayumilla lalettan and rajuvetta polichu
Positive,Ithinekalum valya pulli ini indavumo nammude lalettan allathe. ....!
Positive,Ee traler kanditu heavy mass feeling kitiyenkil full credit goes to Rajuvettan
unknown_state,Ethu kandappol KGF orma vannathu enikku matram ano? ??
Mixed_feelings,Over venda  Odiyanum ingane thanne aayirunnu
not-malayalam,Thalapathy vijay & lalettan fanz hit like
Positive,Powlich laletta nigal  mass alla maranamassannnnn
not-malayalam,watch all #mohanlal #mammooka fans 
Negative,16 k..  mammooty fans thayolikal dislike pooranmar
unknown_state,Hey Lucifer Bai inn etra pere konnu? Like kgf
not-malayalam,What making      #rajuettan
Positive,Murali Gopi enna writerum...Prithviraj enna director.... Mohanlal poolathe actor vechu cheriya kalikkonnum nilkulaa.... echiri main item LOADING....
Positive,Lucifer um madhura rajayum  block buster film avatte........
Positive,Ente anna oru rakshaym ella.... Adipwoli
unknown_state,10k Like Challenge........ Only for Lalettan Fans................
Positive,Theoteril ninn irangiya oru feel...enikk maathramaano!
Positive,odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta
unknown_state,1.34 min ahh focusout aay nikanath rajuvettan aano
unknown_state,Oru joshy film touch undo...???
not-malayalam,Behenchood kutey saleey illuminati kay 2 takey kay kutey....Lanat iblees par Lanat Lucifer per
unknown_state,Lucifer Mass kuranja strogillatha trailor.madhuraraja teaser tripple strong mass.mohanlal mass look 100/100.mammoottymass look 100/100.lucifer trailorinekkal kidilan madhuraraja teaser.
Negative,Lokal poyi Madhura raja teaser kanada
Positive,Ettan mass anneee.....Nala orginal paka mass
Negative,NALLA KIDUKACHI TRAILER  Haters dislike adikan odi vannallo
Positive,rajaede pilllar strong anell ettante pillerrr strongoo strong.....
unknown_state,Aaa motta thalayanta aduth nikkunnath Rajuettan alla
Positive,Maass.trailer ennu paranja ithaanU makkale.....katta waitinG for #Lucifer
unknown_state,Lucifer Oru political movie anennu arum pratheksichilla...
Positive,Poliiii super luv it.  ......
Positive,Lalettan - Prithivi combo vera level...  Pwolichu Lalettan & Prithivi fans like adiku makkale
unknown_state,Like adich cmnt vaayikkunnavar like adi
not-malayalam,L for Lal.... L for Lucifer!!!
Mixed_feelings,Nice trailer but manju again
Mixed_feelings,Padchone ithippo rajayude koode ano irngunnad Pani palum pole thonnunnu
unknown_state,then : kanji adukkatte manikya       now : Kill that bastard    sivane! :/
Negative,Yendha ee Pallayappan parayunnath. we padam pottum. suvaranu
Positive,simham Thane romanjm nte ambho ndh manushyana ith
Positive,Innathe divasathinoru prathyekatha und  Innanu randu pulikalude kaladayalam kanda divasam  Katta waiting for releas
not-malayalam,I'm Kannadiga I also like Malayalam movies
Negative,enth moonjiya padam oombiya kadha parachil avante konathile padam
unknown_state,Last oru palli kaanikkunnille athu eetha place
not-malayalam,PASSING OF THE CROWN 'TRAILER' 1 | KGF Malayalam | Ft. Mohanlal | Nivin Pauly
unknown_state,Ellaaa divasavum kaaannunnavarund avar like ady
Negative,Social media vazhi paranju perippichu raju. .
Mixed_feelings,Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam
unknown_state,10 million aakum ennurappullavar like adikkuka
not-malayalam,Sir hindi movie nhi he kya 
not-malayalam,Oooooooothaaaaaaaaaa devudiya mayangala youtupe ponanle indha devudiya paiya trailer thaaa varuthu kandaraoli mavanugala
not-malayalam,Mohanlal sir masss..... I am tamilnadu fan
unknown_state,Watch #OreVidhi malayalam shortfilm
unknown_state,10 M aakum ennu orappollavar adi like
unknown_state,Hindu kalku Evan mahiravathy eslaminu ebilees ennu vilikum cristhyanikalkidayl evnoru pereyullu Lucifer
unknown_state,10M adikkum ennullavar aadhyam like onn adiche
unknown_state,2/5/2019_ samayam : 7:24pm aarokke kaanunnu trailer..
Positive,Marana mass lalettan fan aanennu parayumbol abhimaanam..
unknown_state,10 million ayo ennu nokkan varunnavar like adi
Positive,Super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like
unknown_state,View etrayayee ennu ariyan veeunavar undo ?
unknown_state,Virus trailer kande evide vannavare undo
Positive,Oru rakshayumilla nalukalkku ippol kandathivechu ettavum bst film
Positive,Oru ikka fan aaya enne vare eattan fan aakkiya movie
unknown_state,Mammunny avide 5million kond erikkuva
unknown_state,Trailer view 10 M aakan wait cheyuunvr like chyu..
Negative,Engane aada uvve 32K dislikes okke vanne? nammude naatil athrem mandanmaar undo
not-malayalam,Dear Lalettan Fans
not-malayalam,W8ing  4 part  2
not-malayalam,An Suriya fan watching for Mohanlal in kaapaan vera level teaser
Positive,kidilam cinema ethinte second part aragiyirunegil
not-malayalam,SC @yousef.khan  ....add me :)
not-malayalam,32 k dislikes are from mammootty fans..........
unknown_state,Mohal lal aa filmil thovinone kaanunne polum illaa...aa filmil mohanlalinde aniyanaanh...yendh aniyan...prrrrr...kaanunne poolum illaa
Negative,Prithiraje than ee pani nirthiko enthon kopile padamado
Positive,Njagade lalettanum manju  chechiyum kolamass jodi annu.
unknown_state,Pakka Antichrist dejjal team movie  Illuminati member lal & raj  Lal ne sradicho keralam avarude kaikalil povathirikkan
not-malayalam,Hit like if you are lalettan's fan
Mixed_feelings,Padam Kandu....Oru Tamil Padam Kanda feel....Orupadu prethikshichu...Oru one man show and prithviraj etra tazhan patummo atrem tannnu
Positive,LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA
Negative,Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....
unknown_state,Lucifer rajaudea appan ayyi varum ennu thoonunavar like adeee
unknown_state,Telugu trailor kandit ithu kandavar aarelumundo.. ?
unknown_state,edile chela police ne evideyo kandapole   vijayan sarkare anno
unknown_state,Muruganae kolan stephen thanae vendi vannu enn urapp ulavar like adich pwolik.
not-malayalam,DETAILED REVIEW - ENDING EXPLAINED
unknown_state,8.5 M  10 M Aavatte
unknown_state,Cinema kandathinu shesham trailer kanunna arelum ondo
unknown_state,Vivek Oberoikku best villainte award koduthillengilanu!
unknown_state,Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide
Mixed_feelings,Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa
Mixed_feelings,Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa
not-malayalam,Awesome movie.....best movie so far in 2019
Positive,100cr club keriyathinu sesham trailer kandavar undo
Positive,10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam
Positive,100 kodi clubil kayariyathinu shesham arokke vannu
Positive,10M VIEW  AKKAN TRY CHEYYUNNAVAR LIKE ADI
Positive,Padam 100 cr kayariyathinu shesham kanunnavarundo
Positive,100 crore Box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ
Positive,Polich  .   Best film in 2019
unknown_state,Tovino kku Rahul Gandhi ayitt similarity thonniyo...
not-malayalam,open for online job for students
unknown_state,Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?
Negative,Ee Padam odiyan Kandu niraasaeaya fansinte thallal aanennum Lalettante class movikalude ezhu ayalthu varilla ennum karurhunnavar like pls.
unknown_state,luciferinte ariyepadathe 26 varsham kgf mayittu cherthu our pan india padam edukannavar hit like
unknown_state,ennum ravile trailer kaanan vendi ezhunelkkunnavr ivde
Negative,ayyoo mohanlal sangiallleeeee... poyi chawada kalla cummi a
Positive,Ejjathi Padam Innanu Kandathu Lalettan Inglu vere level Anu Ee Age lum Ithrem Meyvazhakkam
unknown_state,Illuminati kurichu arinjitt trailer kanan vannavar .. ingot comon
unknown_state,Cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano?
not-malayalam,Intha trailer ah pathutu nama  thala ajith yabagam vanthavangala like podunga..
unknown_state,Ee Saturday Padam  Kodi.  10 days = 100 crore
Negative,ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5
unknown_state,Padam kandu.. ennittum veendum tralier kaanan thonunnu.....
not-malayalam,Hit like if you are after Madhura Raja trailer??
unknown_state,Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi
not-malayalam,April 12 Again   L.....
Positive,Padam kndit vndum trailer kanumpo veror feel
not-malayalam,Madhura raja trailer or lucifer trailer.... 
unknown_state,0.40 il entha ella Indian flags um talakuthi vechirikkunne ?
Negative,E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam
not-malayalam,ز   ن ٍّ. ً
unknown_state,Madura raaja trailer kanditt ivide vannavar likuuu
unknown_state,Madhuraraja trailer Kand ivide vannanvar likkeee
Positive,Kidu trailar....lalettan king of Indian cinima..
unknown_state,Madhurarajaykku LUCIFER inte half like polum kittillannu urappullavarkku like adikkan after # madhuraraja trailer
unknown_state,Maduraraja trailer erangiyapo  veendum kaanan  vannavar undel evide likiko
unknown_state,policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?
unknown_state,Rajappanod pokan para....njangalkku njangade stephen chettan undallo
unknown_state,MaduraRaja Trailer kandathinu shesham vannavar undo?
unknown_state,madhura raja trailer kandu.athinte hangover maran lucifer trailer repeat adichu kandu.ippozha samadhanamaye!
unknown_state,Madhuraraaja trailer kandu evide vannavar like
Positive,1:50 nu sesham trailer vere levelilek aan pokunnath
unknown_state,Trailer Kandu thudangyalo 7.9M views aarunu. Kandu kazinjapo 8M aayi! 
not-malayalam,Hindi me kabhi aayega trailer and movie
unknown_state,Aunty odi nadannu kanji koduppaanu pani
unknown_state,movie kandid veedum trailer kanunnavar undo
unknown_state,Lucifer mass dialogues Ellam onnu comment cheyammo
Positive,Maranamass  lalettan kasari ini March 28 vare waitchayyanamallo
Positive,Lucifer teaser adipolii.  Ennalum madhura raja teaser kan poitt illengil lose avum
Positive,Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot
Positive,Prithvi massaa.. Ettan maranamass.... Lucifer  thakarkumm  parishauda annee poyi njan cinema kannom
Positive,Ambooo  Ettan kidu acting  Raju Ettan poli making
Positive,id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)
unknown_state,Ith kgf poolee kadhaparachilanooo by indhrajith
Positive,laletta polliku full support annu
Positive,Rajuvetta ningal maranmass love you oru great success avate....
Negative,As 15k dislike itavarod aranenokke mansilayi oru choddyam       Nanam undo
Positive,Pwli trailer
Positive,Marana mass pwolichu kolakollii.... Kidu... No words to express
Positive,Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan
Positive,vadaaa mass dialogue..mammootty fan aya njan pattunnu...ithu lalettan thakarkumennu...koode vishakite madhura rajayum...
Positive,35 minutes...watched 5 more times...Stephen nedumpalliyude kalikalkku waiting...
not-malayalam,I'm from karnataka but I hate kannada language
Positive,Nthayalum ethil ninnu oru karyam manasilayi.....prithvirajinu pani ariyam.....varan ponath oru onnonnara  mothalaaaa
Positive,Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice
Positive,Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...
Positive,Ente ponnanna..... Ente jeevane.... Lalettaaaaaa... Ummaaaah
Mixed_feelings,Amitha pratheesha vekunila anyway katta waiting #L
Positive,Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!
Positive,Dislike adikaan vendi vannathaa.. pakshe.. #LUCIFAR ith pwoliKum... all d bzttt... by ikkaa_Faan
Positive,sadha pichaththi mudhal rocket launcher vere und..  rajuvettan enna summava
Positive,lalettan ..vere levelaanu .  massss....
unknown_state,Ee trailer kandapo KGF ormavanavar  adikk...
unknown_state,Ward membareeee kandittille vaa 28 nu theatril vaa
Negative,Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty
unknown_state,Mammookka fans inu like adikkan ulla comment
unknown_state,#illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated
Positive,Padam clss ann വേറെ level ayirikum
Positive,Ente laletta powli. Romanjam...... Umma..... Love you laletta. Raju etta ningalu powliyanu
Positive,entta ponno vara level  katta waiting
Positive,Chunk alla chunk edippaaanu laalleettaaan
Negative,eth 14k alavalathikal aanu dislike adichath
Positive,Onnum.. Parayaan.. Illaa... Leavl... Levalll...
Positive,Pakka trailer. Rajuvettan Brilliance. Lalettante all time best character aavum.. luv u laletta
Positive,Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan
Positive,Ente ammo marranam maasss alla kollaa maasss aannuuu lallettan  Ithu pollikum
Positive,Lalettane konde pattu super script aayirikum
unknown_state,1:35 aa purakil nikkunnath prithviraj aano
Positive,enthe ponno enna lookkada mmmde eattan
Positive,lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........
Positive,Ammachee.....kidu. ( mr.sree kumar menon ithokke nokki padikk.
Positive,lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla
unknown_state,hindhukalk avan hanuman Muslimnu suleeman kristhinsnu   sudappi
Positive,KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU
Positive,ഏട്ടൻ വേറെ levelaaa
Positive,Kiduvo kidu.... .. onnum parayan illaa ...
Positive,Ente prithvi anaa engalee polikumm ...romanjamm
Positive,3 MINUTES MARANAMASS TRAILER  KATTA WAITING......  MANJU MASS LALETTAN MARANA KOLAMASS
Positive,Prithvirajinu .. thettilla.....lucifer  god luck.
Positive,Lalettanu Thulayam malayalam film industry yil Latten mathram...
Positive,Mammootty fans polum like adichu pokum adaru trailer
Positive,Laletta Ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam
Positive,Ithu vere level aane makkale.
Mixed_feelings,Athikam eduthu kayatti vekkenda....direction kke kattakku undu...pakshe kadha aa mulai gopiyude aanu....TIYAAN okke kandittille....
unknown_state,yeshu das saarinte oru song ithil pratheekshikkaavo
unknown_state,Best actor movie pole feel ayavar like ADI
not-malayalam,Whish you happy birthday mammookka. .
Mixed_feelings,trailer kandite Padam oru average poleyann
not-malayalam,Happy birthday  day my mammookka
not-malayalam,hpy brthday mammookka 68 old young man
unknown_state,Pazaya nadanmmar kure per undallo
Positive,Mamookka happy birthday......Eee prayathilum enna oru energyaaaa
Positive,Happy birthday  ikka movie polkikum....
Mixed_feelings,Ith orumathiri padam akum allenki kando
not-malayalam,Happiee bappiee Ba day Mammookaa... luv u young legend..
Negative,Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk
Positive,King ikkak  68 nta youth laak swa swagtam
Negative,271 dislike ara adichethennu ivide ellarkkumariyaam
Positive,Mammokka ponnikka happy birthday  love you
Positive,HAPPY BIRTHDAY IKKKAAAAAAA  LOVE YOU IKKKAAAAAAAAA
Positive,Happy birthday mammokka  Trailer kidu padam thakarkkum
Positive,Nalla comedy movie aanenn thonnunnu....katta waiting
Positive,Nannayi varatte . Manassil niranja Ashamsakal
not-malayalam,Happy birthday mammookkka... Love you sooooo much
Negative,Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale
Mixed_feelings,Next pullikaran stara or uncle loading 
not-malayalam,Happy birth day. Dear megastar mamookkaa
Positive,Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka
not-malayalam,Happy happy happy happy birthday ikkaaaaa...clean entertainer loading
unknown_state,10sec nice ayittu lalettanittoru nice panikoduthu
not-malayalam,Once king is always king mammookka
not-malayalam,Seems to be an interesting movie ikka
Mixed_feelings,(Ningal ee stagil keritt Chund anakkunnath ariyathavar aara) enthoo arkoo thangiya Pole thoniyath enikk mathramanoo
unknown_state,Enna friendship daykku oru cake vaangichu kodukku...
Positive,ikka mass alle.lalettan fAns kude ondu
not-malayalam,Happy to see Manoj k jayan back
Positive,Ikkka   ika.....  WaitiN mamanGam
Mixed_feelings,pullikkan stara pole undu trailer..powlikkane pisharadi eatta...thank you
not-malayalam,Happy birthday megastar mamookka  once king is always king
unknown_state,Id kanditt bestt actor movie ormma vanna arenkilum undoo
Positive,Duper hit aavatte  Mammookka
Positive,68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka..
Positive,Malayalathinte evergreen yuthan pirannal aashamsakal Mammokka uyirrr
unknown_state,Enna friendship day ku oru cake vangich kodk
Negative,Aa myran sohan seenu lal veendum mammookka yude koode koodiyallo padachone...
Positive,Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....
not-malayalam,#HAPPY BIRTHDAY   |  SULTHAN OF MALAYALAM CINEMA | #MAMMOOKKA
unknown_state,kaanunnathinte oppam comment vaayikkan Vanna njaaan
unknown_state,68 vayassunden oke paranj ingane pattikkale en parayanam sire....
Positive,Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum
Positive,Oru best actor manakkunnu....happy birthday chunk ikkaaaa
Positive,Ilka polichuu  pishu  padam polikuma
not-malayalam,Happy birthday to you mammookka
Positive,Happy big day ഇക്കാ  Love you.....
Mixed_feelings,Friendship dayikk oru cake medichu kodukk #fresh fresh...
unknown_state,മമ്മൂക്ക Birthday  Ethrem neram nokki ninnu.
unknown_state,Do panjavarna tatha kandu karajhatha vendum karayipiko ?
Positive,Kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..
not-malayalam,happy birthday mamookaaa.  good feeel trailer
Positive,Trailer kalaki ente ponnikkake happy birthday
Positive,12:00 pidich ninn eni sugayitt kidann uranga  eni release n vendi iam waiting
unknown_state,Padam Hit aakum ennu urapullavar Adi
not-malayalam,happy birthday to my idol mamookka! luv u ikka
not-malayalam,I'm wishing long Young Life to mammokka
Positive,Wow... Extraordinary trailer.. Eanna acting aanu ippolum njangada ikka.. Kode ninnavar palarum kali marannu tudangi ikka.. Muttanu.
Mixed_feelings,Sound l endo oru mistake ulla pole thonni...  Enikk matram ano??!!
Positive,Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum
not-malayalam,Happy Birthday Ikkaa....
Positive,Oru like enikkum tharuo.....ikka uyir.love u ikka
unknown_state,Ikkakk Happy birthday parayan vannavarr adikk makkale like
not-malayalam,Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting
Negative,ingerum verum myran aan padukilavan mammooty myran
Positive,Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra
not-malayalam,Happy bday Mega Star Mam mookkaaaaa
unknown_state,Ikka Ishtam  Ikka Fans oru like
Positive,Pani Ariyavunaknd thanneya pidichu nikune ..  oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka
not-malayalam,HAPPY BIRTHDAY     MAMMOOKKA......
not-malayalam,48 years of legacy  Happy birthday mammookaaa
unknown_state,Trailer കാണാൻ വേണ്ടി urakathe kathe ninvar ലൈക്‌ adi
not-malayalam,HBD one and only ikka ikka fans like addi
Positive,Happy birthday ikka   Happy birthday ikka Happy birthday ikka
Positive,Heavy trailer uff 0:14 bgm and ikkante performence
unknown_state,Ikka katta  fans like addiche pinne ente channel onnu sub cheyyu
not-malayalam,HBD Mammookkaaa Forever His Fan Girl I am!! Muaaaahhhh
Positive,Happy b dy ikka  malappuram ikka fans like adikk
Positive,7 minute kond 8.3 k view
Positive,Immanuvel pokan pokunna item kikidu hbd mammokka
not-malayalam,Happy B Day MY Dear Mammookka
unknown_state,Trailer nu vendi ithreyum kathirunnavar arokke
unknown_state,Veruthe oru like enikkum thanne    Hbd ikka
Positive,Trailer kanditu mammooka veendum karayipikum ennu thonunu
Positive,H b d mammokkka.... Best actor ooormavannavar ndoo.....
Positive,Hpy bdya ma lovely ikka
Positive,E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam
Positive,Ikka mwuthe happy birthday   lub u
not-malayalam,Happy  Birthday  Mammookka
not-malayalam,HappY Birthday One an Only Mammookkkaaa 
Positive,Mammmookka no words.katta support to GANAGANDHARVAN . Kalasadhan ullasinu janmadhinashamsakal. Pinne pisharody
Positive,Happy b day ikkaaaaurangathe ethinayi waiting arnu
Positive,Happy Birthday Mammookka  Katta ikka fans like adichu polikk
not-malayalam,Mammuka fans wish here  Happy birthday mammukaaa
not-malayalam,A like like to sorry to god     (y)  -_-
not-malayalam,Pls forgive me 
Positive,Ayippan poli an muthe ni an muthe hero ayappan fans like
Positive,Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka
Positive,Mass entry ekka
unknown_state,Ithil mammukka guest roll aanenn ethre perkk ariyaam
unknown_state,Mammukkante introkku വേണ്ടി wait cheidhavar like adiii
unknown_state,Mammootty apol guest role ann alle
Negative,Mammootty nalla cinemakal vittu pinnem mass floppukalilekku pokanallo! Mayiru....
Positive,Poli...... By  A ikka fan
