Label,Text
unknown state,Hands up nahi Hands down
Positive,Idu charitre srustiso  avathara...
Positive,ಸೂಪರ್  tune
Positive,Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara
unknown state,After 10 pm
Mixed feelings,24 M view
Negative,tune at 2
Negative,Neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku
Positive,Super song guru
Positive,Best song  sooper
Positive,Super dance
Positive,ASN song Hansp song nice
not-Kannada,Hindi me kab ayega???
unknown state,Good morning mam
Positive,SupernTelugu lo kuda
Positive,Kannada ne best adrallu kannada songs adre hen andkondodira
Mixed feelings,Vijay prkash singing in super song nSinging  Vijay prakash sir
Positive,I want to see everedy I like it
Positive,supper song
Positive,ಕನ್ನಡ ಹಾಡು ವಾವ್ ಏನ್ ಸಕ್ಕತ್ತಾಗಿ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ
unknown state,Super sogs guru
Positive,ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ  ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ   ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ?....
Negative,dislikes are from pedigree foodies
Positive,Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku
Positive,Super song nam Kannada song
Positive,Jai Kannada Jai india
Mixed feelings,No its 22M views
Mixed feelings,Super  VP sir
unknown state,Hi my friend
unknown state,Hi my friend
unknown state,Me bro
Positive,Luv u rakshith Shetty sir
Mixed feelings,Super danger #1
Positive,What a song yah
unknown state,Vijay prakash
Positive,I love you
not-Kannada,GOOD SONG . GREAT
Positive,Super song in sandalwood
Positive,I love you RAKSHIT...
Positive,Rakshi shetty fans yar edera like made
unknown state,Gichha song appsji
Positive,Super singing by Vijay Prakash...
Positive,yavdooo Hollywood movie nod8dange aytuu
Negative,Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna
unknown state,@info abhi ಏನ್ ಡೈಲಾಗ್ ಪಾ
unknown state,Swalpa aerial tara ide.
Positive,Super song  kannada
Positive,Kannad song super
Positive,My fevareta song
not-Kannada,Hindi version plzzz
Positive,Supper song nanna  maga feverte song
unknown state,Like salman jettender
not-Kannada,Bollywood ki aukaat is movie ke aage kuch bhi nhi h it
not-Kannada,For Bollywood
Mixed feelings,ಇದು    ನಮ್ಮ ಕನ್ನಡ
Positive,Super Super song  you happy
Positive,Idu esta Janagalage like aagide
not-Kannada,Ye south indian log hindi walose nafrat krte hai tu kyu itna uchal raha hai ... kisi south indian movies ke songs/trailer pe ja aur comments dekh pta chal jaega
Positive,Most liked video song agutte ee Kannada Film industry li  Year
Positive,KGF 2 songs bartave with bang bang BGMs.
Positive,ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಠಿಸೋ ಅವತಾರ
unknown state,V CCC gihkhj
not-Kannada,सर आप लोगो से निवेदन है आप छत्तीसगढ़ मध्य्प्रदेश इस तरफ़ खुद की टाकीज खरीद लीजिये जिसमे सिर्फ साउथ की डब मूवी ही चलेगी आपसे रिक्वेस्ट है आप पैसा इन्वेस्ट करके दिखे छत्तीसगढ़ दुर्ग में तरुण बिग सिनेमा खाली हो रहा है आप दुर्ग में इन्वेस्ट कर सकते है nफिर क्या आप लोग धीरे धीरे पूरे हर जिलों में 1 सिनेमा घर आप अलॉट करते जाना फिर देखना आपकी हर मूवी को हम देख सकते है और अच्छा बिजनेस भी कर सकेगी
unknown state,@AKSHAY ANAND
unknown state,@AKSHAY ANAND n 1
not-Kannada,So interesting film
Positive,Super vodis soing
Positive,Yava woodigu kammi illa Namma sandall wood
Positive,Ade allu arjun songs 180 veiws ide adare nam songs 20 million saku bereyavarana belesidhu nav beleyona common kannadigas
Positive,Pls ellaru nodi views jasti madi pls its a request
Positive,Mast hadu super
not-Kannada,Very amazing song
Positive,Estu kelidru matte matte kelbeku ansutte
unknown state,Who is pavan kalyan?
not-Kannada,@Sagar Super bro
Negative,Hahahaha  LoL nIdiot beggar get lost.
unknown state,Give link to that pandi kokku song ....
unknown state,ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರು
Positive,Super duper song
Positive,Next song yavaga release madtira nWaiting
not-Kannada,I like it
not-Kannada,Hindi me kab release karo ge
Positive,Kannada films next level
Negative,Nanage ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ deslike ಮಾಡಿರಬಹುದು
unknown state,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ girl friend
Negative,13k dislikes frm jealous bollywood fans
Negative,Jaa Dhinchak Pooja ki songs dekh Bollywoodiya
Positive,Yaaru e songanna ondakkinta jaasti sala kelta edeera like maadi
Positive,Super  song
Positive,Super  song
unknown state,STANY d Souza
unknown state,Rakshith fan kerala
Positive,Super song
Negative,Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..
Negative,@sumit patil but torsalla..
Positive,Super means super
Positive,I like your comments
Positive,singer ಗೆ jai
Positive,Super taxi vali baby
Negative,ಬಿಂದು ಡವ್ ಆಂಟಿ ಮತ್ತೆ ಅವರ ಸಂಗಡಿಗರ ಉರು ಬೋಸುಡಿ / ಯರು ಅಂತ ಪ್ರೂವ್ ಮಾಡ್ತಾ ಇದಾಳೆ  ತಿಕ್ ಟಾಕ್ ಮಾಡ್ಲಿಲ್ಲ ಅಂದ್ರೆ evalge ಸಂಡಸ್ ಬರುತ್ತೋ ಇಲ್ವೊ ಈ ಚೀನಾಲಿ ಗೆ
Positive,ಗುರು ಉತ್ತರ ಕರ್ನಾಟಕ ಭಾಷೆ ದಾಗ ಗುಮ್ಮಿದಿ ಬ್ರೋ ಸೂಪರ್
Positive,Hoooo super guru nin voice bhal superrrr
Positive,Bro nanage tumba bejar agide namm sainikar savinind .china davargi buddi kalsek bro ..
not-Kannada,Hlo bro... Even I uninstalled at stupid app...
Positive,Super bro sari yagi heldde
Negative,Super  maga
Negative,Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu
Positive,Super bro nivu
Positive,ಬೆಂಕಿ ಜಕಾಸ್ ಇನ್ನೂ ಹೆಚ್ಚಿನ ದಾಗಿ ರೋಸ್ಟ್ ಮಾಡಿ
not-Kannada,Spr bro
Negative,Yanta jana brother nam deshakkoskara 1 app delete madoke agalva avarige
Negative,ನೀನು ಸೂಪರ್ ಗುರು  ಆದರೆ ನಮ್ಮ ಈಗಿನ ಯುವ ಜನತೆ ಯಾಕೆ ಎ ತರ ಸಮಯ ಅಲ್ಮಾಡ್ತಾರೋ ಗೊತ್ತಿಲ
Positive,ಎನ್ ಹೇಳ್ದೇ ಗುರು ಸೂಪರ್ ಲವ್‌ ಯು..
not-Kannada,Bro I like ur speech
Positive,Mam osm mam ninu
unknown state,Bindu  lowda smartphones laptop kelvu brand chinade agidru nav use madtha erodakke already tax kattidivi en  munde kattod beda antha heltha erodu
Negative,Nkn last dialogue lit
Negative,Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte
Positive,Bro nivu  supara
Negative,Dagar sule munde bindu
Negative,Ha gandu sule maga sikkre katte mele meravanige madi kallu odedu sayisbeku
Positive,Tiktok ben agbek bro
not-Kannada,Ta bro your ginias
Negative,Anna en mast helde 100 plzzz innu innu publish Madi thukali tiktok ge end sigli
Positive,Namma  desha da bagge abimana ellde eroru ge  adru tik tok use madtha eddre avru tamma mother naa ennobirige bitkotta hage  eddanu odinu tik tok madidre niu muuru bittoru antha artha
Negative,ಉಗಿ ಕಳ್ಳ ನನ್ ಮಕ್ಲುಗೆ
Positive,Idu beku ivatthu full happy agidivi bro  osm
Negative,ದೇಶಕ್ಕೋಸ್ಕರ ಒಂದು app uninstall ಮಾಡೊಕೆ ಆಗಲ್ಲ ಇವರಿಗೆ ಥೂ ಇವರ ಜನ್ಮಕ್ಕೆ
Positive,Super Anna ....
Negative,Maga pubgi mix ಮಾಡಬೇಡ..... ಆಗೇ ಮಾಡು
Positive,Super guru nice
Negative,Tik tok uninstall madde irovrna china ge odsbeku bro
Negative,Innu Chenngi Baidu helu bro tik tok user gee
Positive,En helde guru
Positive,ಬ್ರೋ ಟಿಕ್ ಟೊಕ್ ಬ್ಯಾನ್ ಮಾಡ್ಬೇಕು
Negative,E tik tokrs ondisht jana mental galu bro avugalna tik tokrs anodkina chainis anbekku
Positive,Bro Ten minutes + video madi bro niuo mado video na nodta edre nodtane erbeku anisutte
Positive,Bro kanditha madona
not-Kannada,Super bro.
Negative,Shaata  ivrnella borderg kalsbeku gotagutte
Negative,En ugdde guru adru nam janake budi barala bro tiktok elde edre saytivi antare thoo
Negative,Naan antha China app antha yaavaglo delete maadidene nJai hind
Negative,Innu aagilva tiktok ban
Negative,Bro yaarnu bidbedi tiktok uninstall aagovargu rost Maadi. Prathiyobrunnu
not-Kannada,All indians plz uninstall  chinese app
Positive,Navu delet madi tumba dina aytu
Positive,Super agi roast madidiya guru.
Positive,Dharsha ge. Rost madu guru pls
Negative,Bro nan phone thagandaginda nu aa galeej app install madilla.adre adu yavdo ragitu goditu antharalla (share it ) na delete mad de
Negative,Pakka evrge Tika hodyotanka buddi baralla
Negative,Ena kachadagolo nivu istella adru tik tok bidalla antirallo nivella nam indea davara tu nima janmakke.
Positive,Nanu tik tok use madutha ela bro .jai Indian army
Negative,Waste of tym tiktok ban madbidbek
Mixed feelings,Bro neevu helodhu correct naanu kooda tik tok uninstall  maadidini.adre bad words jaasthi use maadbedi bro
Positive,ಸೂಪರ್ ಗುರು.... ಗುರು ನಿಮ್ಮೂರು
Positive,Chindi BRO
Negative,sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu
Negative,Bro iverella made in china
Negative,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe  kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.
Positive,Super bro yanke uninstall madbeku anno gandugale saryag helidira
Negative,Tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte
Mixed feelings,E kannalli ennu en  en nodbeko bro
Positive,ban tik tok
Positive,Tik tok ban agleee beku
Positive,Ban tik tok
Mixed feelings,Guru eno heludri but sakkatag heludri super guru
Positive,Innu enta avrige hege helbeku anna desha anta bandaga ellaru ki jodisbeku enta avrige nam deshada sinikaru prana kodbeka adike kendra sarkara ne  e tik  tok  ban madbeku
Positive,Superb bro...... Ever green
unknown state,Tik tok vade gala
Positive,I like super guru edu edu video andare
Negative,OMG ಟಿಕ್ ಟಾಕ್ ನಿಂದ nಚೈನಾದ ಬೋ* ಮ* 7
Positive,Tik Tok Ban Madrappa India Dalli
Negative,Yalla sule makkalu jasti thu
Negative,Kittod nanmaklu maarayya
Positive, sakath guru
Negative,Tiktok madorena Chinese ge kalse beku
Negative,Fast ban madro tiktok na agtila nodake evrgal atana
Negative,Sari nivu video na roast madi adre madvaga pubg atava free fire games hakondo madbedi a games kooda Chinese
Positive,S bro Niv helid nija
Negative,Guru bari uninstall madi anta helbdi. Inmele account delete madi uninstall madok helok start madi inna
Negative,Why only tik tok ಅನ್ನೋ ತುಕಾಲಿ ನ ಚೈನಾ ಗೆ ಕಳಿಸಿ ಅವ್ಳು ಕೂಡ ಚೈನೀಸ್ ಬ್ರೀಡ್ ಇರ್ಬೇಕು
Negative,inthavaranna gadibagakke kalsbeku tik tak madli
Positive,bro nim video super china da appp use madbardu annod sari k nivu e china game pubg adthiralla bro nivu next video na e pubg game enda madbedi nan nimna geli madthaedini ankobedi
Negative,Tik tok nan Shaaataaaaa
Positive,NIV helthiro Hela Mathu 100% sathya Anna
Negative,12 dislikes by gandu nanmakalu
Negative,Sir haa suule Bindu gowda GE
Mixed feelings,Sorry sir nim yella video nan nodidini yeno manku badidu nodona hantha download madidde e video nodi delete madidini sir thanks
Negative,Jana gali modlu Mitron Indian app bandide adanna use madbeku chaina app na modlu delete  mad beku.
Mixed feelings,By mistakly nimma ondu video nodi subscribe agbitte  keep it up bro
Positive,Well said part 2 madu chinna.. chanagide
Positive,Anna super anna    anna mind super
Negative,Kolath hogiro kobhari mukadhavale
not-Kannada,supper bro 100%
Positive,Insta link akiddini nodi brother
Positive,ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ
Negative,Modlu ee chinese apps galna india dalli ban madbeku...
Positive,Super guru.........ji kannadiga
Negative,ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ
not-Kannada,I like good job
not-Kannada,Super songs bro
Positive,open song edde agirlli n super music  super stepn         Bharjari gidde SongnnNalle release movie All the best  God bless you nn Dhruva Sarja Abhimanigallindan  Jaiii Anjaneya
Positive,Yaru yar fans agiri parvagilla kannada industry belibekhu annoro like madi  hosa charithre barili namma industry  HANDS    UP
Mixed feelings,Narayana song nodi bandavaru like Madi
Negative,Kach hogedu banda varu like madi
Positive,ಎಲ್ಲರೂ ನಾಳೆ ಅವನ ದರ್ಶನಕ್ಕೆ ಕಾಯುತಿದ್ದಾರೆ ಯಾರವನು???nಅವನೇ ಶ್ರಿಮನ್ನಾರಾಯಣnನಾಳೇನೇ ಅವನ ದರ್ಶನ ಯಾರ್ಯಾರು ಪಡೆಯುವಿರಿ
Positive,Nam boss supero super
not-Kannada,Super song like please
Positive,Sang supar Chinu love you too...uppi.
Mixed feelings,Idu kannadada chitra........
Positive,ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ .. ಕುಡುಕನ ವರ್ಷನ್..nnಹೇ.. ನಿಮ್ಮನ್ನೆಲ್ಲ ಯಾರೋ ಒಳಾಗ್ ಬಿಟ್ಟಿದ್ದೂ..nnನನ್ ಮುಖ ನೋಡಿ ಕೇಳ್ತಿದೀಯಾnnಬೋರ್ಡು ಕಾಣುಸ್ತಾ ಇಲ್ವಾ
Positive,ಕನ್ನಡ is super
unknown state,Hen music guru
Positive,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಕನ್ನಡ ಬೆಳಸಿ ಕನ್ನಡ ಊಳಿಸಿ
not-Kannada,Kannada super song.....super boss..... hands up
Positive,Rakshit Shetty fans ondhu like Madi
Positive,ಕಂಕಣ ಸೂರ್ಯಗ್ರಹಣದ ಸಮಯದಲ್ಲಿ ಯಾರು ಯಾರು ಈ ಸಂಗೀತವನ್ನು ಕೇಳುತ್ತಿರುವದು.. ಇಷ್ಟ ಮಾಡಿ
Mixed feelings,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ report ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ reasearch ಗೆ  help ಆಗ್ಲಿ
unknown state,Friend's Block tickets kuda sigalla
Positive,Rakshit yake ista gotha friend's na jote yalli yavagllu ittikondiru thare
Positive,avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla
unknown state,ರಾಬರ್ಟ್ ಫಸ್ಟ್ ಲುಕ್  ನೋಡಿದ್ದೀರಾ ಲೈಕ್ ಮಾಡಿ
not-Kannada,sudeep fan like me
unknown state,He he he..
Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಸಿನಿಮಾn1st day 1st show  booked
Negative,Rashmika urakondu sayabeku atara belibeku bro nivu
Negative,Rashmika haters like madi
Mixed feelings,ಕಂಕಣ ಸೂರ್ಯ ಗ್ರಹಣದ ಸಮಯದಲ್ಲಿ ಯಾರ್ ಯಾರ್ ನೋಡ್ತಿದ್ದಿರಾ...
not-Kannada,Love rakshith shetty
Positive,Super song bro.... estsari kelidaru mate kelbek ansute...
not-Kannada,More than 10 times viewers like here
unknown state,2nd song(Narayana) releasing tomorrow @11
Positive,Osm music
unknown state,Hands up ‍‍‍
Positive,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸಿನಿಮಾ ಹಾಗೂ ಹಾಡು  ಒಂದೇ  ರೀತಿ ಒಮ್ಮೆ ನೋಡಿದರೆ  ಅರ್ಥ  ಆಗಲ್ಲ ಮತ್ತೊಮ್ಮೆ  ನೋಡಿದರೆ ಮಾತ್ರ ಕನೆಕ್ಟ್  ಆಗುತ್ತೆ  ಎಂದು ಮತ್ತೊಮ್ಮೆ ಕೇಳುವವರು  ಹಾಗೂ ನೋಡುವವರು  ಲೈಕ್ ಮಾಡಿ
Mixed feelings,Howdu 100 percent
Positive,ರಕ್ಷಿತ್  ನಿಮ್ಮ  ಕೈಯಲ್ಲಿ  ಕನ್ನಡ   nಸುರಕ್ಷಿತ
not-Kannada,Hats up karnataka
Positive,sandalwood ge obba trend setter sikkidaane..n.n.n.n.n.nyaaravnu???n.n.n.n.n.n.nAvane Srimannarayana
Positive,Hadsap handsap.......plzzzzzzz kannada cinima idndustige handsap me.........saport
Mixed feelings,2.7k rashmika fans
Positive,Super song 100 days pakka
not-Kannada,Super sangs super movie
Positive,ಹಿತಿಹಾಸ ಬದಲಾಯಿಸಿದಿರಿ ನೀವು.
unknown state,Kgf fan like har
Positive,ಸೂಪರ್ ಸಾಂಗ್ .
unknown state,Kannadalli bandiro yella cinema December 27 kke hands up yidu charitre shrushtisu avatar annovru like madi
not-Kannada,Rakshith shetti luck like shankarnag
not-Kannada,Hands up super song
Negative,ಈ ಫಿಲ್ಮ್ ಯಾವ ಲೆವೆಲ್ಲಿಗೆ Super Hit ಆಗಬೇಕು ಅಂದ್ರೆ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣ ಮುಟ್ಟಿ ನೋಡಿಕೊಳ್ಳುವ ಹಾಗೆ
Negative,Urkond Sai beku
unknown state,100 times correct
unknown state,Slow poisoning song
Positive,ಸಾಹಿತ್ಯ ಬಹಳ ಸೊಗಸಗಿದೆ ಇದು ಕನ್ನಡದ ಹಾಡು
Positive,ದೃಷ್ಟಿ ಇವನೊಬ್ಬನ ಮೇಲಿಡಿ nತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ
Positive,Comment's nali like madidre illi unlike madi (super song ) nI will coming soon back .. n100 days super it move pakka.
not-Kannada,BGM SOUND SUPER  SONG SUPER
Positive,ನೀ ಬೇಳಿಬೇಕು ಬ್ರದರ್ nಇನ್ನೂ ಎತ್ತರಕ್ಕೆ
Positive,Nav gottala d boss fans
not-Kannada,Super .  Siri kannada suprr song
Positive,ಸಕ್ಕತ್ ಸಾಂಗೂ ಗುರು
not-Kannada,I love song I'll supppppr
Mixed feelings,Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....
Positive,ಶ್ರೀ ಮನ್ ನಾರಾಯಣ  movie ಹಾಡು  ಕೇಳಲು  ಸುಮಧುರ...... ಡ್ಯಾನ್ಸ್  ಸೂಪರ್....   ಇದೆ
unknown state,E song alli flare gun ide
not-Kannada,Super Rakshit sir super super song super
unknown state,KANNADA KAGI  LIKE ANU VATHi      n
Negative,ಬಿಟ್ಟ ಹೋಗಿರೋ ರಶ್ಮಿಕಾ ಗೆ ಹೇಗ್ ಆಗ್ಬೇಕು ಗೊತ್ತಾ ಯಾಕಾದ್ರೂ ಬಿಟ್ಟ ಹೋದೆ ರಕ್ಷಿತ ಅವರನ್ನ ಅಂತ ಫೀಲ್ ಆಗ್ಬೇಕು ಆ ತರಾ success ನಿಮ್ಮದಾಗಲಿ ಶ್ರೀನಮ್  ನಾರಾಯಣ ಸಿನಿಮಾ
Negative,Yes Nam ura hudgange mosa Madi hodlu ..amele Nam Karnataka kk avmana madidlu avlige yakadru hode ansbeku
unknown state,Manu Lachchi fa)ks
Negative,Avalu sule munde nam KarnatakanRakshith avarige sahaya madinPlz
unknown state,@Manju Flower cbv
unknown state,2019 last end -2020 this movie Rakshit settyge break kodutte annoru like madi
Positive,Youtube channel nalli ASN release promos upload madi sir
Positive,Youtube channel nalli ASN release promos upload madi sir
Positive,Youtube channel nalli ASN release promos upload madi sir
Positive,Youtube channel nalli ASN release promos upload madi sir
not-Kannada,Super
Positive,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಭಿಮಾನಿಗಳು ಈ ಹಾಡಿಗೊಂದು ಲೈಕ್ ಮಾಡಿ
Positive,Wonderfull Song...nಎಷ್ಟು ಸಲ ಕೇಳಿದರು... nಮೋಬೈಲ್ ಬ್ಯಾಟರಿ ಕಡಿಮೆಯಾಗುತ್ತದೆ ಹೊರತು ಹಾಡು ಬೇಜಾರಾಗಲಾರದು...nಪುಣ್ಯಾತ್ಮರ ಕಾರಣವಿಲ್ಲದೆ ಡಿಸ್ಲೈಕ್ ಒತ್ತಬೇಡಿnಏನಿದೆ ಇಷ್ಟವಾಗದ್ದು ಇದರಲ್ಲಿ...nAll The Best ASN Team...
unknown state,Shankar Nag is back 
Mixed feelings,song's1 idena 
not-Kannada,Super song
not-Kannada,Rakshit Shetty fans like here
Positive,Dina hodante e song na hava kuda hecchagtide annoru like madi
Positive,ಸ್ಪಷ್ಟವಾದ  ಕನ್ನಡ
unknown state,ಹೌದು ಕನ್ನಡತಿ ಭುವನ ಅವ್ರೆ.ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ.ಜೈ ಭುವನೇಶ್ವರಿ ತಾಯಿ.ಜೈ ಕನ್ನಡಿಗ.ಜೈ ಕನ್ನಡತಿ ಕಣ ಕಣದಲ್ಲೂ ಕನ್ನಡ.ಕನ್ನಡವೇ ಸತ್ಯ.ಕನ್ನಡವೇ ನಿತ್ಯ. ಸಿರಿಗನ್ನಡಂ ಗೆಲ್ಗೆ. ಸಿರಿಗನ್ನಡಂ ಬಾಳ್ಗೆ.ಕನ್ನಡದ ಭಕ್ತ ಶಿವರಾಮ್ ಗೌಡ ಮಂಡ್ಯ.6363014117.8296261615.
Mixed feelings,Hudgir comment hodadre yast like billatavala
Positive,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸೂಪರ್ ಆಕ್ಟಿಂಗ್ but super action in music
unknown state,Super rakshith shetty
unknown state,Rasmeka u r un like he is so cuteeeeee his simple  alte
unknown state,Fans wars bittu Nam Kannada films belibeku annoru like madi..
Positive,Kannada namma modala aadyathe aagirbeku
unknown state,@Samyak H P ಖಂಡಿತವಾಗಿಯೂ
unknown state,@Bhimrao Naik appu fans support all Kannada films
Negative,@Krishna Tirividi 
unknown state,@Bhimrao Naik nIde beda anta helodu
Mixed feelings,@Krishna Tirividi yes support all kannada cinema
unknown state,Krishna Tirividi ಹೌದು ಕರೆಕ್ಟ್..ಅಪ್ಪು ಫ್ಯಾನ್ ಕಡೆಯಿಂದ..
Positive,ಈ ಕನ್ನಡ ಚಿತ್ರದ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಹೆಮ್ಮೆ ಇದೆ. ಅವರು ಸಾಕಷ್ಟು ಪ್ರಚಾರವನ್ನು ಮಾಡಲಿಲ್ಲ. ಅವರು ಸ್ಪರ್ಧಾತ್ಮಕ ಜಗತ್ತಿನಲ್ಲಿದ್ದಾರೆ ಎಂಬುದನ್ನು ಅವರು ಮರೆತಿದ್ದಾರೆಯೇ? ನನ್ನ ಹೃದಯ ಕಳೆದುಹೋಗಿದೆ
Positive,#Dia ರೀ ರಿಲೀಸ್ ಮಾಡಿ
Positive,#ದಿಯಾ  ರೀ ರಿಲೀಸ್ ಮಾಡಿ
unknown state,Mungaru male and dia
Positive,Dubai le fcbk le movie nodiedi  eyes le ner bantu nam jana ke yav cinema nodbeyaku anta gotilla kgf movie barueti odi badi hogi noderi
Mixed feelings,Good movie... Thanks die Team... Sorry.
unknown state,Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up
Positive,Diya and love mocktail ಮತ್ತೆ release aagbeku ಥಿಯೇಟರ್ li nodbeku
Negative,S true. Ivattina namma industry kathe idu...  but inmunde e eradu sensational movies inda next yavde olle movie bandru nam jana olle response kodtare ankotidini...  hage adre innu ollede
unknown state,Sir naanu Visakhapatnam li iradhu
Positive,Pls yestto jana nodlila film ...innome reles maadi ....naan antu bigg fan of dia
Negative,ಟೆಲಿಗ್ರಾಮ್ ಅಂತ  app  ಇದೆ ಅದನ್ನ ಮೊದಲು ಬ್ಯಾನ್ ಮಾಡ್ಸಿ ಸರಿಹೋಗತ್ತೆ ...ಹೊಸ ಕನ್ನಡ ಸಿನಿಮಾ ರೀಲಿಸ್ ನಾಳೆಗೆ ಬಂದಿರುತ್ತೆ ಮೊಬೈಲ್ ಗೆ ಟೆಲಿಗ್ರಾಮ್ ಅಲ್ಲಿ
Negative,Nijwaglu neewe crt agii promotion madila
Negative,Promotion chennag madilla
Positive,Movie sakathage edi.. nodi...
Positive,Dia super movie
Positive,Amazon prime alli bittidira....yella manele nodtare....
Negative,Sir intha cinema madida mele dodda mattadalli prachara madbekittu. nNodi prem avru dabba film madudru hype build-up create madodralli etthida kai.
Negative,suvarna chanle nemge studio elva yvdo gujari jagadali madidira ade star actors agidre hege madtidra
Negative,Sir ennond sala re release madi  dabba nan maklu movie na teligram nalli online nalli bitre yar theater ge barthare sir first film industry navru yalru seri ban madsi film release agi 6 months yalli oragade sigbardhu avagaga nim kasta pattu madiro kelsakke prathipala sigutte   movie release agi next day ne mobile nalli bandre jana theater ge hogodilla soo sad
Mixed feelings,Yelru mobile nalli nodidare theater hogi nodrapoa plz
unknown state,Sir madam ninmna once aldru meet mada beku
Mixed feelings,ನಂಗೆ ತುಂಬಾ ಬೇಜರಾಯಿತು ಒಂದು ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಿಸ್ ಮಾಡ್ಕೊಂಡೆ ಅಂತ theater li ನೋಡಬೇಕಿತ್ತು.nI feel guilty
Mixed feelings,Movie na theatre nalli nodokagilla anta and movie tumba dina odilla anta bejaragtide
Negative,ಏನ್ ಹೇಳೋಣ.....?nSimply ಸೂಪರ್.......nದಿಯಾ ಮಾತ್ರ ಅಲ್ಲ... ಇಂಥಹ ಹಲವು ಸಿನಿಮಾಗಳು  ಗೆಲ್ಲುತ್ತಾ ಇಲ್ಲ...ನನ್ನ ಪ್ರಕಾರ ಥಿಯೇಟರ್ ನ ಟಿಕೆಟ್ ಬೆಲೆ ಕಡಿಮೆ ಅಗಬೇಕು.
